epoch,accuracy,learning_rate,loss,top5_acc,val_accuracy,val_loss,val_top5_acc
0,0.024824824184179306,0.0010000000474974513,5.609408378601074,0.08598598837852478,0.12512512505054474,4.42918062210083,0.3668668568134308
1,0.1745745688676834,0.0010000000474974513,4.116649627685547,0.4413413405418396,0.402402400970459,3.077756643295288,0.7487487196922302
2,0.3658658564090729,0.0010000000474974513,3.183135986328125,0.7070069909095764,0.6296296119689941,2.3635377883911133,0.8933933973312378
3,0.5241241455078125,0.0010000000474974513,2.6198952198028564,0.8386386632919312,0.7542542815208435,1.9607503414154053,0.9489489197731018
4,0.6342342495918274,0.0010000000474974513,2.2870566844940186,0.8991991877555847,0.827327311038971,1.7245750427246094,0.9769769906997681
5,0.6987987756729126,0.0010000000474974513,2.0835354328155518,0.9290290474891663,0.826326310634613,1.6842093467712402,0.9704704880714417
6,0.7545545697212219,0.0010000000474974513,1.9233341217041016,0.9504504799842834,0.8618618845939636,1.563977599143982,0.9819819927215576
7,0.786586582660675,0.0010000000474974513,1.818132758140564,0.9635635614395142,0.9004004001617432,1.4519071578979492,0.9914914965629578
8,0.8163163065910339,0.0010000000474974513,1.722906470298767,0.9729729890823364,0.9209209084510803,1.3936553001403809,0.9924924969673157
9,0.8305305242538452,0.0010000000474974513,1.666656732559204,0.9768768548965454,0.9269269108772278,1.3612074851989746,0.9934934973716736
10,0.8498498201370239,0.0010000000474974513,1.621562123298645,0.9801802039146423,0.9294294118881226,1.3469792604446411,0.9944944977760315
11,0.8581581711769104,0.0010000000474974513,1.580963134765625,0.9851852059364319,0.9339339137077332,1.3001822233200073,0.9949949979782104
12,0.8759759664535522,0.0010000000474974513,1.531660795211792,0.9868868589401245,0.9414414167404175,1.2859442234039307,0.9954954981803894
13,0.8883883953094482,0.0010000000474974513,1.4912270307540894,0.9897897839546204,0.9519519805908203,1.2623082399368286,0.9969969987869263
14,0.8936936855316162,0.0010000000474974513,1.4679458141326904,0.990390419960022,0.9474474191665649,1.257480263710022,0.9964964985847473
15,0.9051051139831543,0.0010000000474974513,1.438552975654602,0.9916917085647583,0.9654654860496521,1.2144633531570435,0.9974974989891052
16,0.9116116166114807,0.0010000000474974513,1.4179885387420654,0.9936937093734741,0.9639639854431152,1.2189815044403076,0.9974974989891052
17,0.9209209084510803,0.0010000000474974513,1.3950541019439697,0.995195209980011,0.9589589834213257,1.2183854579925537,0.9974974989891052
18,0.9202201962471008,0.0010000000474974513,1.3883243799209595,0.9956957101821899,0.9699699878692627,1.197487473487854,0.9969969987869263
19,0.9284284114837646,0.0010000000474974513,1.3708915710449219,0.9960960745811462,0.9729729890823364,1.1790567636489868,0.9984984993934631
