epoch,accuracy,learning_rate,loss,top5_acc,val_accuracy,val_loss,val_top5_acc
20,0.9322322607040405,0.0010000000474974513,1.3547799587249756,0.9962962865829468,0.9509509801864624,1.219931960105896,0.9969969987869263
21,0.9371371269226074,0.0010000000474974513,1.3388302326202393,0.9974974989891052,0.9589589834213257,1.191720724105835,0.9969969987869263
22,0.9461461305618286,0.0010000000474974513,1.3211066722869873,0.9973974227905273,0.9714714884757996,1.1575779914855957,0.9964964985847473
23,0.9445445537567139,0.0010000000474974513,1.313580870628357,0.9975975751876831,0.9704704880714417,1.166803240776062,0.9974974989891052
24,0.948748767375946,0.0010000000474974513,1.2993425130844116,0.9979979991912842,0.9714714884757996,1.1597011089324951,0.9974974989891052
25,0.9498498439788818,0.0010000000474974513,1.29863440990448,0.9980980753898621,0.9704704880714417,1.1590576171875,0.9979979991912842
26,0.9552552700042725,0.0010000000474974513,1.2781776189804077,0.9984984993934631,0.9714714884757996,1.1384539604187012,0.9979979991912842
27,0.9579579830169678,0.0010000000474974513,1.2718342542648315,0.9981982111930847,0.9764764904975891,1.1379557847976685,0.9979979991912842
28,0.9537537693977356,0.0010000000474974513,1.278861403465271,0.9987987875938416,0.977977991104126,1.1531574726104736,0.9974974989891052
29,0.9573573470115662,0.0010000000474974513,1.266961932182312,0.9980980753898621,0.9749749898910522,1.1354568004608154,0.9969969987869263
30,0.9701701998710632,0.0010000000474974513,1.2383222579956055,0.9991992115974426,0.9759759902954102,1.1168562173843384,0.9984984993934631
31,0.965965986251831,0.0010000000474974513,1.2373181581497192,0.9987987875938416,0.9769769906997681,1.1203769445419312,0.9974974989891052
32,0.965965986251831,0.0010000000474974513,1.2357839345932007,0.9992992877960205,0.9709709882736206,1.142992377281189,0.9974974989891052
33,0.96646648645401,0.0010000000474974513,1.2329767942428589,0.9989989995956421,0.9799799919128418,1.130094289779663,0.9974974989891052
34,0.9692692756652832,0.0010000000474974513,1.2260663509368896,0.9992992877960205,0.977977991104126,1.1036018133163452,0.9974974989891052
35,0.9704704880714417,0.0010000000474974513,1.2197376489639282,0.9991992115974426,0.9854854941368103,1.1134289503097534,0.9989989995956421
36,0.9715715646743774,0.0010000000474974513,1.214717149734497,0.9989989995956421,0.9834834933280945,1.118241786956787,0.9984984993934631
37,0.9710710644721985,0.0010000000474974513,1.21323823928833,0.9986987113952637,0.9869869947433472,1.113337516784668,0.9979979991912842
38,0.9729729890823364,0.0010000000474974513,1.2098678350448608,0.99909907579422,0.9829829931259155,1.0995765924453735,0.9989989995956421
39,0.9744744896888733,0.0010000000474974513,1.198914885520935,0.999499499797821,0.9854854941368103,1.1031901836395264,0.9984984993934631
40,0.9787787795066833,0.0010000000474974513,1.1877812147140503,0.9998999238014221,0.9784784913063049,1.1061713695526123,0.9979979991912842
41,0.977077066898346,0.0010000000474974513,1.18836510181427,0.9996997117996216,0.9789789915084839,1.1176255941390991,0.9984984993934631
42,0.9777777791023254,0.0010000000474974513,1.184944748878479,0.9991992115974426,0.9819819927215576,1.0900776386260986,0.9984984993934631
43,0.9816817045211792,0.0010000000474974513,1.1725633144378662,0.9996997117996216,0.9829829931259155,1.0913225412368774,0.9979979991912842
44,0.9778778553009033,0.0010000000474974513,1.1853145360946655,0.9997997879981995,0.9824824929237366,1.0982115268707275,0.9984984993934631
45,0.9791792035102844,0.0010000000474974513,1.1789262294769287,0.999499499797821,0.9834834933280945,1.0999120473861694,0.9979979991912842
46,0.9809809923171997,0.0010000000474974513,1.1734415292739868,0.9997997879981995,0.9839839935302734,1.0726613998413086,0.9979979991912842
47,0.9809809923171997,0.0010000000474974513,1.1665815114974976,0.9993994235992432,0.9859859943389893,1.0791126489639282,0.9989989995956421
48,0.9825825691223145,0.0010000000474974513,1.164466381072998,0.9998999238014221,0.9819819927215576,1.0836784839630127,0.9984984993934631
49,0.9801802039146423,0.0010000000474974513,1.1679015159606934,0.9998999238014221,0.9814814925193787,1.0870914459228516,0.9979979991912842
50,0.9842842817306519,0.0010000000474974513,1.1532680988311768,0.9996997117996216,0.9739739894866943,1.1022883653640747,0.9974974989891052
51,0.9838838577270508,0.0010000000474974513,1.1539108753204346,0.9997997879981995,0.9844844937324524,1.080687165260315,0.9984984993934631
52,0.9792792797088623,0.0010000000474974513,1.1682052612304688,0.9996997117996216,0.9799799919128418,1.083393931388855,0.9974974989891052
53,0.9833833575248718,0.0010000000474974513,1.154807209968567,0.9996997117996216,0.9844844937324524,1.0734784603118896,0.9979979991912842
54,0.9829829931259155,0.0010000000474974513,1.1464694738388062,0.9998999238014221,0.9874874949455261,1.0751539468765259,0.9984984993934631
55,0.9919919967651367,0.0005000000237487257,1.118428349494934,0.9997997879981995,0.988988995552063,1.0512546300888062,0.9989989995956421
56,0.9924924969673157,0.0005000000237487257,1.1064871549606323,0.9997997879981995,0.9879879951477051,1.0459908246994019,0.9984984993934631
57,0.9918919205665588,0.0005000000237487257,1.1043829917907715,0.9998999238014221,0.9859859943389893,1.0437960624694824,0.9984984993934631
58,0.9929929971694946,0.0005000000237487257,1.0983495712280273,1.0,0.988988995552063,1.0350204706192017,0.9984984993934631
59,0.9940940737724304,0.0005000000237487257,1.0951770544052124,0.9996997117996216,0.9874874949455261,1.0498573780059814,0.9984984993934631
60,0.9920920729637146,0.0005000000237487257,1.101158857345581,1.0,0.9869869947433472,1.0453696250915527,0.9984984993934631
61,0.9922922849655151,0.0005000000237487257,1.0946882963180542,1.0,0.9869869947433472,1.039261817932129,0.9974974989891052
