epoch,accuracy,learning_rate,loss,top5_acc,val_accuracy,val_loss,val_top5_acc
15,0.9237826466560364,0.0010000000474974513,1.5800635814666748,0.9932528734207153,0.9710869193077087,1.359720230102539,0.9978582859039307
16,0.9314579367637634,0.0010000000474974513,1.548081874847412,0.9953948259353638,0.9746564626693726,1.3186203241348267,0.9985721707344055
17,0.9354562163352966,0.0010000000474974513,1.530523657798767,0.9953948259353638,0.9766196608543396,1.3099302053451538,0.9985721707344055
18,0.9420605301856995,0.0010000000474974513,1.5122116804122925,0.9955376386642456,0.9737640619277954,1.3262180089950562,0.9969658851623535
19,0.9437384009361267,0.0010000000474974513,1.5013699531555176,0.9959660172462463,0.9809030890464783,1.2908135652542114,0.998393714427948
20,0.9495573043823242,0.0010000000474974513,1.4790500402450562,0.9972511529922485,0.9803676605224609,1.290229082107544,0.9985721707344055
21,0.9511280655860901,0.0010000000474974513,1.4651679992675781,0.9975724816322327,0.9803676605224609,1.2785788774490356,0.9985721707344055
22,0.9542338848114014,0.0010000000474974513,1.4537303447723389,0.9975724816322327,0.9810815453529358,1.2754337787628174,0.9987506866455078
23,0.958125114440918,0.0010000000474974513,1.447102665901184,0.997893750667572,0.9816169738769531,1.2740105390548706,0.9991075992584229
24,0.958946168422699,0.0010000000474974513,1.43672776222229,0.9973582625389099,0.9812600612640381,1.2650740146636963,0.9991075992584229
25,0.9609453082084656,0.0010000000474974513,1.426329255104065,0.998500645160675,0.9841156601905823,1.2733968496322632,0.9987506866455078
26,0.9624446630477905,0.0010000000474974513,1.419905185699463,0.9985363483428955,0.9844726324081421,1.257037878036499,0.9992861151695251
27,0.963908314704895,0.0010000000474974513,1.4085997343063354,0.9987148642539978,0.9844726324081421,1.2415879964828491,0.9996430277824402
28,0.9649435877799988,0.0010000000474974513,1.4016296863555908,0.9986434578895569,0.9848295450210571,1.2406234741210938,0.9992861151695251
29,0.9679065942764282,0.0010000000474974513,1.3909400701522827,0.9990004301071167,0.9859004020690918,1.2287356853485107,0.9991075992584229
30,0.9690489768981934,0.0010000000474974513,1.385635256767273,0.9987505078315735,0.9860788583755493,1.2399163246154785,0.9992861151695251
31,0.9707625508308411,0.0010000000474974513,1.3774330615997314,0.9989290237426758,0.9869712591171265,1.2408679723739624,0.9992861151695251
32,0.9714764952659607,0.0010000000474974513,1.3748680353164673,0.9990718364715576,0.9842941164970398,1.2380772829055786,0.9992861151695251
33,0.9730472564697266,0.0010000000474974513,1.3670903444290161,0.9991432428359985,0.9880421161651611,1.2272990942001343,0.9996430277824402
34,0.973904013633728,0.0010000000474974513,1.3642849922180176,0.9991432428359985,0.9859004020690918,1.223400354385376,0.9991075992584229
35,0.9748679399490356,0.0010000000474974513,1.3560523986816406,0.9990361332893372,0.988399088382721,1.2284431457519531,0.9994645714759827
36,0.9756175875663757,0.0010000000474974513,1.3497809171676636,0.999393105506897,0.9892914295196533,1.2099735736846924,0.9994645714759827
37,0.9749035835266113,0.0010000000474974513,1.3493491411209106,0.9990361332893372,0.9853649735450745,1.2197636365890503,0.9994645714759827
38,0.9769027829170227,0.0010000000474974513,1.3407360315322876,0.999321699142456,0.9864358305931091,1.2108595371246338,0.9992861151695251
39,0.9777595400810242,0.0010000000474974513,1.3388168811798096,0.999321699142456,0.987149715423584,1.2122313976287842,0.9991075992584229
40,0.9777238368988037,0.0010000000474974513,1.3362332582473755,0.9990004301071167,0.987149715423584,1.2117000818252563,0.9985721707344055
41,0.9786877036094666,0.0010000000474974513,1.3315956592559814,0.999393105506897,0.9869712591171265,1.2141770124435425,0.9992861151695251
42,0.9802941679954529,0.0010000000474974513,1.3273154497146606,0.9996073246002197,0.9878636598587036,1.2168153524398804,0.9994645714759827
43,0.9794730544090271,0.0010000000474974513,1.3266115188598633,0.9994288086891174,0.9891129732131958,1.208055019378662,0.9991075992584229
44,0.9801870584487915,0.0010000000474974513,1.3221267461776733,0.9992859959602356,0.9885775446891785,1.2072862386703491,0.9989291429519653
45,0.9788305163383484,0.0010000000474974513,1.3252742290496826,0.9995716214179993,0.9880421161651611,1.2071013450622559,0.9989291429519653
46,0.9804369807243347,0.0010000000474974513,1.3168388605117798,0.9995002150535583,0.9898268580436707,1.2007954120635986,0.9994645714759827
47,0.9821147918701172,0.0010000000474974513,1.3129220008850098,0.9996430277824402,0.9891129732131958,1.2046551704406738,0.9994645714759827
48,0.9824004173278809,0.0010000000474974513,1.310265302658081,0.9994645118713379,0.9885775446891785,1.2032524347305298,0.9991075992584229
49,0.9800085425376892,0.0010000000474974513,1.3148211240768433,0.9994288086891174,0.9885775446891785,1.2001430988311768,0.9992861151695251
50,0.983756959438324,0.0010000000474974513,1.3087570667266846,0.999393105506897,0.9885775446891785,1.2050721645355225,0.9991075992584229
51,0.9833285808563232,0.0010000000474974513,1.3042176961898804,0.9994645118713379,0.9882205724716187,1.1860064268112183,0.9994645714759827
52,0.9837926626205444,0.0010000000474974513,1.3058594465255737,0.9995716214179993,0.988756000995636,1.2029144763946533,0.9989291429519653
